name,bias,total_votes,agree,disagree,agree_ratio,agreeance_text,allsides_page
New York Daily News,left,2122,1472,650,2.2646153846153845,Strongly Agrees,https://www.allsides.com/news-source/new-york-daily-news
New York Magazine,left,3231,2263,968,2.3378099173553717,Strongly Agrees,https://www.allsides.com/news-source/new-york-magazine
New York Post (News),right-center,20546,13345,7201,1.8532148312734342,Agrees,https://www.allsides.com/news-source/new-york-post
New York Post (Opinion),right,351,246,105,2.342857142857143,Strongly Agrees,https://www.allsides.com/news-source/new-york-post-opinion-media-bias
New York Times (News),left-center,65801,28023,37778,0.7417809307004076,Somewhat Disagrees,https://www.allsides.com/news-source/new-york-times
New York Times (Opinion),left,17171,13523,3648,3.7069627192982457,Absolutely Agrees,https://www.allsides.com/news-source/new-york-times-opinion-media-bias
NewsBusters,right,850,552,298,1.8523489932885906,Agrees,https://www.allsides.com/news-source/newsbusters
Newsmax (News),right-center,20596,9880,10716,0.9219858156028369,Somewhat Disagrees,https://www.allsides.com/news-source/newsmax
Newsmax - Opinion,right,583,430,153,2.810457516339869,Strongly Agrees,https://www.allsides.com/news-source/newsmax-opinion-media-bias
NewsOne,left,337,245,92,2.6630434782608696,Strongly Agrees,https://www.allsides.com/news-source/newsonecom-media-bias
Newsweek,center,7517,3110,4407,0.7056954844565464,Somewhat Disagrees,https://www.allsides.com/news-source/newsweek
Newsy,center,420,300,120,2.5,Strongly Agrees,https://www.allsides.com/news-source/newsy-media-bias
Newtrals,center,29,20,9,2.2222222222222223,Strongly Agrees,https://www.allsides.com/news-source/newtrals-media-bias
Nieman Lab,center,157,75,82,0.9146341463414634,Somewhat Disagrees,https://www.allsides.com/news-source/nieman-lab-media-bias
NMPolitics.net,center,521,229,292,0.7842465753424658,Somewhat Disagrees,https://www.allsides.com/news-source/nmpoliticsnet
NPR (Online News),center,59219,30794,28425,1.0833421284080915,Somewhat Agrees,https://www.allsides.com/news-source/npr-media-bias
NPR (Opinion),left-center,16659,7871,8788,0.8956531634046427,Somewhat Disagrees,https://www.allsides.com/news-source/npr-editorial
One America News Network (OAN),right,3679,2315,1364,1.6972140762463344,Agrees,https://www.allsides.com/news-source/one-america-news-network-media-bias
Orange County Register,right-center,668,372,296,1.2567567567567568,Somewhat Agrees,https://www.allsides.com/news-source/orange-county-register
Our.News,center,15,9,6,1.5,Somewhat Agrees,https://www.allsides.com/news-source/ournews-media-bias
Outkick the Coverage,center,56,15,41,0.36585365853658536,Strongly Disagrees,https://www.allsides.com/news-source/outkick-media-bias
Pacific Standard,left-center,834,438,396,1.106060606060606,Somewhat Agrees,https://www.allsides.com/news-source/pacific-standard
Palm Springs Desert Sun,center,19,6,13,0.46153846153846156,Strongly Disagrees,https://www.allsides.com/news-source/palm-springs-desert-sun-media-bias
Pasadena Star-News,center,28,16,12,1.3333333333333333,Somewhat Agrees,https://www.allsides.com/news-source/pasadena-star-news-media-bias
Patch.com,center,72,18,54,0.3333333333333333,Strongly Disagrees,https://www.allsides.com/news-source/patchcom-media-bias
PBS NewsHour,center,6009,3449,2560,1.347265625,Somewhat Agrees,https://www.allsides.com/news-source/pbs-newshour
Peacock Panache,left,333,216,117,1.8461538461538463,Agrees,https://www.allsides.com/news-source/peacock-panache
Phys.org,center,308,200,108,1.8518518518518519,Agrees,https://www.allsides.com/news-source/physorg
PinkNews,left,124,102,22,4.636363636363637,Absolutely Agrees,https://www.allsides.com/news-source/pinknews-media-bias
Pittsburgh Post-Gazette,right-center,740,344,396,0.8686868686868687,Somewhat Disagrees,https://www.allsides.com/news-source/pittsburgh-post-gazette
PJ Media,right,978,691,287,2.407665505226481,Strongly Agrees,https://www.allsides.com/news-source/pj-media-media-bias
Politico,left-center,52261,22717,29544,0.7689209314920119,Somewhat Disagrees,https://www.allsides.com/news-source/politico-media-bias
PoliticusUSA,left,1519,1131,388,2.9149484536082473,Strongly Agrees,https://www.allsides.com/news-source/politicususa
PolitiFact,left-center,10070,5720,4350,1.3149425287356322,Somewhat Agrees,https://www.allsides.com/news-source/politifact
Portland Press Herald,center,685,274,411,0.6666666666666666,Disagrees,https://www.allsides.com/news-source/portland-press-herarld
Poynter,center,380,111,269,0.41263940520446096,Strongly Disagrees,https://www.allsides.com/news-source/poynter-media-bias
PRI (Public Radio International),center,1308,789,519,1.5202312138728324,Agrees,https://www.allsides.com/news-source/pri-public-radio-international
Progressive Voices of Iowa,left,429,269,160,1.68125,Agrees,https://www.allsides.com/news-source/progressive-voices-iowa
Project Veritas,right-center,809,371,438,0.8470319634703196,Somewhat Disagrees,https://www.allsides.com/news-source/project-veritas-media-bias
ProPublica,left-center,2843,1702,1141,1.4916739702015775,Somewhat Agrees,https://www.allsides.com/news-source/propublica
Psychology Today,center,228,109,119,0.9159663865546218,Somewhat Disagrees,https://www.allsides.com/news-source/psychology-today-media-bias
PXW News,center,445,216,229,0.9432314410480349,Somewhat Disagrees,https://www.allsides.com/news-source/pxw-news
Quartz,center,1443,693,750,0.924,Somewhat Disagrees,https://www.allsides.com/news-source/quartz
Quillette,right-center,1415,567,848,0.6686320754716981,Disagrees,https://www.allsides.com/news-source/quillette-media-bias
Rasmussen Reports,center,1556,635,921,0.6894679695982627,Somewhat Disagrees,https://www.allsides.com/news-source/rasmussen-reports
Raw Story,left,1790,1262,528,2.390151515151515,Strongly Agrees,https://www.allsides.com/news-source/raw-story
RealClearPolitics,center,9608,4310,5298,0.8135145337863344,Somewhat Disagrees,https://www.allsides.com/news-source/real-clear-politics
Reason,right-center,14570,9056,5514,1.6423648893725062,Agrees,https://www.allsides.com/news-source/reason
Record Journal,center,345,167,178,0.9382022471910112,Somewhat Disagrees,https://www.allsides.com/news-source/record-journal
Red Racing Horses,right,118,54,64,0.84375,Somewhat Disagrees,https://www.allsides.com/news-source/red-racing-horses-media-bias
Red State,right,1170,859,311,2.762057877813505,Strongly Agrees,https://www.allsides.com/news-source/red-state
Redlands Daily Facts,center,18,7,11,0.6363636363636364,Disagrees,https://www.allsides.com/news-source/redlands-daily-facts-media-bias
Refinery29,left,96,63,33,1.9090909090909092,Agrees,https://www.allsides.com/news-source/refinery29-media-bias
Reuters,center,26722,17265,9457,1.825631807126996,Agrees,https://www.allsides.com/news-source/reuters
Revolver News,right,12,8,4,2.0,Agrees,https://www.allsides.com/news-source/revolver-news-media-bias
Richmond Times Dispatch,right-center,547,287,260,1.103846153846154,Somewhat Agrees,https://www.allsides.com/news-source/richmond-times-dispatch
Right - Major Media Sources,right,657,337,320,1.053125,Somewhat Agrees,https://www.allsides.com/news-source/right-major-publications
Right Side News,right,767,510,257,1.9844357976653697,Agrees,https://www.allsides.com/news-source/right-side-news
Right Wing News,right,670,449,221,2.0316742081447963,Strongly Agrees,https://www.allsides.com/news-source/right-wing-news
Roll Call,center,472,250,222,1.1261261261261262,Somewhat Agrees,https://www.allsides.com/news-source/roll-call-media-bias
RollingStone.com,left,2412,1900,512,3.7109375,Absolutely Agrees,https://www.allsides.com/news-source/rolling-stone
Salon,left,16862,11658,5204,2.2401998462720982,Strongly Agrees,https://www.allsides.com/news-source/salon
San Antonio Express-News,center,13,4,9,0.4444444444444444,Strongly Disagrees,https://www.allsides.com/news-source/san-antonio-express-news-media-bias
San Bernardino Sun,center,24,17,7,2.4285714285714284,Strongly Agrees,https://www.allsides.com/news-source/san-bernardino-sun-media-bias
San Diego Union-Tribune,left-center,50,26,24,1.0833333333333333,Somewhat Agrees,https://www.allsides.com/news-source/san-diego-union-tribune-media-bias-0
San Francisco Chronicle,left,1498,1087,411,2.6447688564476888,Strongly Agrees,https://www.allsides.com/news-source/san-francisco-chronicle
San Gabriel Valley Tribune,center,37,20,17,1.1764705882352942,Somewhat Agrees,https://www.allsides.com/news-source/san-gabriel-valley-tribune-media-bias
San Jose Mercury News,left-center,1006,496,510,0.9725490196078431,Somewhat Disagrees,https://www.allsides.com/news-source/san-jose-mercury-news
Science Daily,center,921,573,348,1.646551724137931,Agrees,https://www.allsides.com/news-source/science-daily
Scientific American,left-center,2599,1698,901,1.8845726970033296,Agrees,https://www.allsides.com/news-source/scientific-american
SCOTUSblog,center,47,28,19,1.4736842105263157,Somewhat Agrees,https://www.allsides.com/news-source/scotusblog-media-bias
Scriberr Media - News,center,110,68,42,1.619047619047619,Agrees,https://www.allsides.com/news-source/scriberr-media-news-media-bias-0
Scriberr Media - Opinion/Editorial,right-center,28,14,14,1.0,Neutral,https://www.allsides.com/news-source/scriberr-media-opinioneditorial-media-bias
SF Weekly,center,683,300,383,0.783289817232376,Somewhat Disagrees,https://www.allsides.com/news-source/sf-weekly
SFGate,left-center,1142,556,586,0.9488054607508533,Somewhat Disagrees,https://www.allsides.com/news-source/sf-gate
Sky-Hi Daily News,left-center,356,179,177,1.0112994350282485,Somewhat Agrees,https://www.allsides.com/news-source/sky-hi-daily-news
Slate,left,12374,9019,3355,2.68822652757079,Strongly Agrees,https://www.allsides.com/news-source/slate
Smerconish,center,539,228,311,0.7331189710610932,Somewhat Disagrees,https://www.allsides.com/news-source/smerconish-media-bias
Smithsonian Magazine,center,141,85,56,1.5178571428571428,Agrees,https://www.allsides.com/news-source/smithsonian-magazine-media-bias
Snopes,left-center,5751,1626,4125,0.3941818181818182,Strongly Disagrees,https://www.allsides.com/news-source/snopes
Socialist Alternative,left,741,514,227,2.26431718061674,Strongly Agrees,https://www.allsides.com/news-source/socialist-alternative
Socialist Project/The Bullet,left,650,450,200,2.25,Strongly Agrees,https://www.allsides.com/news-source/socialist-projectthe-bullet
South China Morning Post,center,102,39,63,0.6190476190476191,Disagrees,https://www.allsides.com/news-source/south-china-morning-post-media-bias
Spectator USA,right,224,143,81,1.7654320987654322,Agrees,https://www.allsides.com/news-source/spectator-usa-media-bias
Spiked,right-center,75,33,42,0.7857142857142857,Somewhat Disagrees,https://www.allsides.com/news-source/spiked-media-bias
Splinter,left,365,246,119,2.0672268907563027,Strongly Agrees,https://www.allsides.com/news-source/splinter-media-bias
Spokesman Review,left-center,555,256,299,0.8561872909698997,Somewhat Disagrees,https://www.allsides.com/news-source/spokesman-review
State Journal,left-center,510,209,301,0.6943521594684385,Somewhat Disagrees,https://www.allsides.com/news-source/state-journal
StoryCorps,allsides,199,109,90,1.211111111111111,Somewhat Agrees,https://www.allsides.com/news-source/storycorps-media-bias
Students For Life,right-center,50,23,27,0.8518518518518519,Somewhat Disagrees,https://www.allsides.com/news-source/students-life-media-bias
Subverse,center,198,125,73,1.7123287671232876,Agrees,https://www.allsides.com/news-source/subverse-media-bias
Suspend Belief Podcast,allsides,378,175,203,0.8620689655172413,Somewhat Disagrees,https://www.allsides.com/news-source/suspend-belief-podcast
Tallahassee Democrat,center,591,284,307,0.9250814332247557,Somewhat Disagrees,https://www.allsides.com/news-source/tallahassee-democrat
Tampa Bay Times,center,15,6,9,0.6666666666666666,Disagrees,https://www.allsides.com/news-source/tampa-bay-times-media-bias
Tech Xplore,center,29,16,13,1.2307692307692308,Somewhat Agrees,https://www.allsides.com/news-source/tech-xplore-media-bias
TechCrunch,center,826,483,343,1.4081632653061225,Somewhat Agrees,https://www.allsides.com/news-source/techcrunch-media-bias
Teen Vogue,left-center,1053,409,644,0.6350931677018633,Disagrees,https://www.allsides.com/news-source/teen-vogue
The Advocate,left-center,63,23,40,0.575,Disagrees,https://www.allsides.com/news-source/advocate-media-bias
The Advocate-Messenger,left-center,471,208,263,0.7908745247148289,Somewhat Disagrees,https://www.allsides.com/news-source/advocate-messenger
The American Conservative,right-center,632,311,321,0.9688473520249221,Somewhat Disagrees,https://www.allsides.com/news-source/american-conservative-media-bias
The American Mind,right-center,71,36,35,1.0285714285714285,Somewhat Agrees,https://www.allsides.com/news-source/american-mind-media-bias
The American Spectator,right,15675,11646,4029,2.89054355919583,Strongly Agrees,https://www.allsides.com/news-source/american-spectator
The Appeal,center,191,100,91,1.098901098901099,Somewhat Agrees,https://www.allsides.com/news-source/appeal-media-bias
The Atlantic,left-center,21374,13912,7462,1.8643795229161082,Agrees,https://www.allsides.com/news-source/atlantic
The Bellows,center,15,7,8,0.875,Somewhat Disagrees,https://www.allsides.com/news-source/bellows-media-bias
The Boston Globe,left-center,3031,1733,1298,1.335130970724191,Somewhat Agrees,https://www.allsides.com/news-source/boston-globe
The Bulwark,right-center,140,70,70,1.0,Neutral,https://www.allsides.com/news-source/bulwark-media-bias
The Cadiz Record,left-center,393,194,199,0.9748743718592965,Somewhat Disagrees,https://www.allsides.com/news-source/cadiz-record
The Canyon County Zephyr,left,343,189,154,1.2272727272727273,Somewhat Agrees,https://www.allsides.com/news-source/canyon-county-zephry
The Center Square - Michigan,center,226,80,146,0.547945205479452,Disagrees,https://www.allsides.com/news-source/center-square-michigan-media-bias
The Christian Post,right-center,34,19,15,1.2666666666666666,Somewhat Agrees,https://www.allsides.com/news-source/christian-post-media-bias
The College Fix,right,431,242,189,1.2804232804232805,Somewhat Agrees,https://www.allsides.com/news-source/college-fix
The Colorado Sun,left-center,61,35,26,1.3461538461538463,Somewhat Agrees,https://www.allsides.com/news-source/colorado-sun-media-bias
The Columbus Dispatch,center,12,5,7,0.7142857142857143,Somewhat Disagrees,https://www.allsides.com/news-source/columbus-dispatch-media-bias
The Commercial Appeal,left-center,426,185,241,0.7676348547717843,Somewhat Disagrees,https://www.allsides.com/news-source/commercial-appeal
The Courier-Journal,left-center,551,225,326,0.6901840490797546,Somewhat Disagrees,https://www.allsides.com/news-source/courier-journal
The Daily Caller,right,13350,9524,3826,2.4892838473601673,Strongly Agrees,https://www.allsides.com/news-source/daily-caller
The Daily Dot,left-center,235,120,115,1.0434782608695652,Somewhat Agrees,https://www.allsides.com/news-source/daily-dot-media-bias
The Daily Signal,right,731,523,208,2.514423076923077,Strongly Agrees,https://www.allsides.com/news-source/daily-signal
The Daily Wire,right,13442,9873,3569,2.766321098346876,Strongly Agrees,https://www.allsides.com/news-source/daily-wire
The Dallas Morning News,center,447,224,223,1.0044843049327354,Somewhat Agrees,https://www.allsides.com/news-source/dallas-morning-news
The Delaware County Daily Times,left-center,473,216,257,0.8404669260700389,Somewhat Disagrees,https://www.allsides.com/news-source/delaware-county-daily-times
The Dispatch,right-center,325,200,125,1.6,Agrees,https://www.allsides.com/news-source/dispatch-media-bias
The Economist,left-center,14971,5482,9489,0.577721572346928,Disagrees,https://www.allsides.com/news-source/economist
The Epoch Times,right-center,15654,10744,4910,2.1881873727087577,Strongly Agrees,https://www.allsides.com/news-source/epoch-times-media-bias
The Federalist,right,11204,8583,2621,3.274704311331553,Absolutely Agrees,https://www.allsides.com/news-source/federalist
The Flip Side,allsides,710,411,299,1.374581939799331,Somewhat Agrees,https://www.allsides.com/news-source/flip-side-media-bias
The Fulcrum,center,293,149,144,1.0347222222222223,Somewhat Agrees,https://www.allsides.com/news-source/fulcrum-media-bias
The Gateway Pundit,right,1522,1009,513,1.9668615984405458,Agrees,https://www.allsides.com/news-source/gateway-pundit
The Globe and Mail,center,273,125,148,0.8445945945945946,Somewhat Disagrees,https://www.allsides.com/news-source/globe-and-mail-media-bias
The Guardian,left-center,20676,12911,7765,1.6627173213135866,Agrees,https://www.allsides.com/news-source/guardian
The Hill,center,35677,15382,20295,0.7579206701157921,Somewhat Disagrees,https://www.allsides.com/news-source/hill-media-bias
The Hollywood Reporter,left-center,79,44,35,1.2571428571428571,Somewhat Agrees,https://www.allsides.com/news-source/hollywood-reporter-media-bias
The Imaginative Conservative,right,150,91,59,1.5423728813559323,Agrees,https://www.allsides.com/news-source/imaginative-conservative-media-bias
The Independent,left-center,881,518,363,1.4269972451790633,Somewhat Agrees,https://www.allsides.com/news-source/independent-0
The Intercept,left,6562,5108,1454,3.5130674002751032,Absolutely Agrees,https://www.allsides.com/news-source/intercept
The Japan Times,center,48,32,16,2.0,Agrees,https://www.allsides.com/news-source/japan-times-media-bias
The Jerusalem Post,center,549,267,282,0.9468085106382979,Somewhat Disagrees,https://www.allsides.com/news-source/jerusalem-post-media-bias
The Juggernaut,left,24,16,8,2.0,Agrees,https://www.allsides.com/news-source/juggernaut-media-bias
The Justice,left-center,324,158,166,0.9518072289156626,Somewhat Disagrees,https://www.allsides.com/news-source/justice
The Korea Herald,center,367,213,154,1.3831168831168832,Somewhat Agrees,https://www.allsides.com/news-source/korea-herald
The Libertarian Republic,right-center,1619,878,741,1.1848852901484481,Somewhat Agrees,https://www.allsides.com/news-source/libertarian-republic
The Lincoln Project,allsides,234,34,200,0.17,Absolutely Disagrees,https://www.allsides.com/news-source/lincoln-project-media-bias
The Lufkin Daily News,center,15,9,6,1.5,Somewhat Agrees,https://www.allsides.com/news-source/lufkin-daily-news-media-bias
The Maneater,left-center,22,11,11,1.0,Neutral,https://www.allsides.com/news-source/maneater-media-bias
The Markup,center,29,12,17,0.7058823529411765,Somewhat Disagrees,https://www.allsides.com/news-source/markup-media-bias
The Marshall Project,center,99,40,59,0.6779661016949152,Somewhat Disagrees,https://www.allsides.com/news-source/marshall-project-media-bias
The Nation,left,2012,1539,473,3.2536997885835097,Absolutely Agrees,https://www.allsides.com/news-source/nation-media-bias
The National Pulse,right,510,413,97,4.257731958762887,Absolutely Agrees,https://www.allsides.com/news-source/national-pulse-media-bias
The New Yorker,left,10972,8863,2109,4.202465623518255,Absolutely Agrees,https://www.allsides.com/news-source/new-yorker
The Observer (New York),center,682,243,439,0.5535307517084282,Disagrees,https://www.allsides.com/news-source/observer
The Onion (Humor),left-center,525,343,182,1.8846153846153846,Agrees,https://www.allsides.com/news-source/onion-media-bias
The Oracle,center,245,110,135,0.8148148148148148,Somewhat Disagrees,https://www.allsides.com/news-source/oracle
The Oregonian,center,130,31,99,0.31313131313131315,Absolutely Disagrees,https://www.allsides.com/news-source/oregonian-media-bias
The Philadelphia Inquirer,left-center,449,231,218,1.0596330275229358,Somewhat Agrees,https://www.allsides.com/news-source/phillycom
The Plebeian,left-center,72,39,33,1.1818181818181819,Somewhat Agrees,https://www.allsides.com/news-source/plebeian-media-bias
The Police Tribune,right-center,91,56,35,1.6,Agrees,https://www.allsides.com/news-source/the-police-tribune-media-bias
The Post Millennial,right-center,533,316,217,1.456221198156682,Somewhat Agrees,https://www.allsides.com/news-source/post-millennial-media-bias
The Press-Enterprise,right-center,32,16,16,1.0,Neutral,https://www.allsides.com/news-source/press-enterprise-media-bias
The Red and Black,center,331,194,137,1.416058394160584,Somewhat Agrees,https://www.allsides.com/news-source/red-and-black
The Reliable Bias,center,327,148,179,0.8268156424581006,Somewhat Disagrees,https://www.allsides.com/news-source/reliable-bias
The Republican,center,741,238,503,0.4731610337972167,Strongly Disagrees,https://www.allsides.com/news-source/republican
The Resurgent,right,246,139,107,1.2990654205607477,Somewhat Agrees,https://www.allsides.com/news-source/resurgent-media-bias
The Root,left-center,922,412,510,0.807843137254902,Somewhat Disagrees,https://www.allsides.com/news-source/root
The Sacramento Bee,left-center,753,345,408,0.8455882352941176,Somewhat Disagrees,https://www.allsides.com/news-source/sacramento-bee
The Saturday Evening Post,center,374,217,157,1.3821656050955413,Somewhat Agrees,https://www.allsides.com/news-source/saturday-evening-post
The Seattle Times,center,499,172,327,0.5259938837920489,Disagrees,https://www.allsides.com/news-source/seattle-times
The Telegraph - UK,right-center,2327,1576,751,2.0985352862849536,Strongly Agrees,https://www.allsides.com/news-source/telegraph-uk
The Tennesseean,center,24,11,13,0.8461538461538461,Somewhat Disagrees,https://www.allsides.com/news-source/tennesseean-media-bias
The Texan,right-center,240,140,100,1.4,Somewhat Agrees,https://www.allsides.com/news-source/texan-media-bias
The Texas Observer,left-center,140,70,70,1.0,Neutral,https://www.allsides.com/news-source/texas-observer-media-bias
The Texas Tribune,left-center,543,373,170,2.1941176470588237,Strongly Agrees,https://www.allsides.com/news-source/texas-tribune-media-bias
The Verge,left-center,1306,790,516,1.5310077519379846,Agrees,https://www.allsides.com/news-source/verge
The Week - News,left-center,6841,3720,3121,1.1919256648510093,Somewhat Agrees,https://www.allsides.com/news-source/the-week-bias
The Week - Opinion,left-center,292,164,128,1.28125,Somewhat Agrees,https://www.allsides.com/news-source/week-opinion-media-bias
The Weekly Standard,right,2186,1361,825,1.6496969696969697,Agrees,https://www.allsides.com/news-source/weekly-standard
The Western Journal,right,2232,1675,557,3.007181328545781,Absolutely Agrees,https://www.allsides.com/news-source/western-journalism
TheBlaze.com,right,176852,97702,79150,1.2343903979785218,Somewhat Agrees,https://www.allsides.com/news-source/theblaze-bias
ThinkProgress,left,3656,2750,906,3.035320088300221,Absolutely Agrees,https://www.allsides.com/news-source/thinkprogress-bias
Time Magazine,left-center,16433,8964,7469,1.2001606640781899,Somewhat Agrees,https://www.allsides.com/news-source/time-magazine-news-media-bias
Townhall,right,23609,9623,13986,0.688045188045188,Somewhat Disagrees,https://www.allsides.com/news-source/townhall-bias
Trains.com,center,36,15,21,0.7142857142857143,Somewhat Disagrees,https://www.allsides.com/news-source/trainscom-media-bias
Truth or Fiction,center,608,325,283,1.1484098939929328,Somewhat Agrees,https://www.allsides.com/news-source/truth-or-fiction
Truthdig,left,143,96,47,2.0425531914893615,Strongly Agrees,https://www.allsides.com/news-source/truthdig-media-bias
TruthOut,left-center,864,425,439,0.9681093394077449,Somewhat Disagrees,https://www.allsides.com/news-source/truthout
U.S. News & World Report,left-center,3714,1799,1915,0.9394255874673629,Somewhat Disagrees,https://www.allsides.com/news-source/us-news-and-world-report
Univision,left-center,1101,542,559,0.9695885509838998,Somewhat Disagrees,https://www.allsides.com/news-source/univision
Upworthy,left,856,510,346,1.4739884393063585,Somewhat Agrees,https://www.allsides.com/news-source/upworthy
USA TODAY,center,37736,17691,20045,0.8825642304814169,Somewhat Disagrees,https://www.allsides.com/news-source/usa-today-media-bias
Vanity Fair,left-center,6137,3692,2445,1.5100204498977505,Agrees,https://www.allsides.com/news-source/vanity-fair
Variety,center,81,18,63,0.2857142857142857,Absolutely Disagrees,https://www.allsides.com/news-source/variety-media-bias
Vice,left,3730,2961,769,3.8504551365409623,Absolutely Agrees,https://www.allsides.com/news-source/vice-media-bias
Virginia Mercury,center,83,39,44,0.8863636363636364,Somewhat Disagrees,https://www.allsides.com/news-source/virginia-mercury-media-bias
Voice of America,center,297,146,151,0.9668874172185431,Somewhat Disagrees,https://www.allsides.com/news-source/voice-america
Volante,center,351,169,182,0.9285714285714286,Somewhat Disagrees,https://www.allsides.com/news-source/volante
Vox,left,43291,28469,14822,1.9207259479152612,Agrees,https://www.allsides.com/news-source/vox-news-media-bias
VT Digger,left-center,443,209,234,0.8931623931623932,Somewhat Disagrees,https://www.allsides.com/news-source/vt-digger
Wake Up to Politics,center,166,91,75,1.2133333333333334,Somewhat Agrees,https://www.allsides.com/news-source/wake-politics-media-bias
Wall Street Journal (News),center,45362,21117,24245,0.870983707981027,Somewhat Disagrees,https://www.allsides.com/news-source/wall-street-journal-media-bias
Wall Street Journal (Opinion),right-center,17619,10540,7079,1.4889108631162593,Somewhat Agrees,https://www.allsides.com/news-source/wall-street-journal-opinion
WANDTV,center,136,66,70,0.9428571428571428,Somewhat Disagrees,https://www.allsides.com/news-source/wandtv-media-bias
Washington Examiner,right-center,16951,11630,5321,2.185679383574516,Strongly Agrees,https://www.allsides.com/news-source/washington-examiner
Washington Free Beacon,right,1291,704,587,1.1993185689948893,Somewhat Agrees,https://www.allsides.com/news-source/washington-free-beacon
Washington Monthly,left-center,564,300,264,1.1363636363636365,Somewhat Agrees,https://www.allsides.com/news-source/washington-monthly
Washington Post,left-center,58400,34898,23502,1.4848949025614842,Somewhat Agrees,https://www.allsides.com/news-source/washington-post-media-bias
Washington Times,right-center,40502,27422,13080,2.0964831804281348,Strongly Agrees,https://www.allsides.com/news-source/washington-times-bias
Watchdog.org,right-center,1209,583,626,0.9313099041533547,Somewhat Disagrees,https://www.allsides.com/news-source/watchdogorg
WFAE,center,403,193,210,0.919047619047619,Somewhat Disagrees,https://www.allsides.com/news-source/wfae
WGBH,center,759,398,361,1.1024930747922437,Somewhat Agrees,https://www.allsides.com/news-source/wgbh
WGN,center,301,140,161,0.8695652173913043,Somewhat Disagrees,https://www.allsides.com/news-source/wgn-media-bias
Whatfinger News,right,371,210,161,1.3043478260869565,Somewhat Agrees,https://www.allsides.com/news-source/whatfinger-news-media-bias
Whittier Daily News,center,24,11,13,0.8461538461538461,Somewhat Disagrees,https://www.allsides.com/news-source/whittier-daily-news-media-bias
Wired,center,780,316,464,0.6810344827586207,Somewhat Disagrees,https://www.allsides.com/news-source/wired
Wisconsin Gazette,left-center,465,246,219,1.1232876712328768,Somewhat Agrees,https://www.allsides.com/news-source/wisconsin-gazette
WND.com,right,1109,796,313,2.5431309904153356,Strongly Agrees,https://www.allsides.com/news-source/wndcom
Yahoo News,left-center,6147,3746,2401,1.56018325697626,Agrees,https://www.allsides.com/news-source/yahoo-news-media-bias
Yahoo! The 360,allsides,449,170,279,0.6093189964157706,Disagrees,https://www.allsides.com/news-source/yahoo-360-media-bias
Yes! Magazine,left,689,453,236,1.9194915254237288,Agrees,https://www.allsides.com/news-source/yes-magazine
ZeroHedge,right-center,229,135,94,1.4361702127659575,Somewhat Agrees,https://www.allsides.com/news-source/zerohedge-media-bias
